# LF_DEM version 3.0
# np 1000
# VF 0.45
# Lx 23.8947
# Ly 23.8947
# Lz 23.8947
0.0100646 10.9527 0.00175174 0.0158145 0.521377 -0.0303982 -0.00762844 -0.0300443 0.0270184 0.0158319 0.50416 -0.0274254 0.00259768 -0.00691065 -0.0102525 0.000282925 0.00901867 -0.00135384 -0.0025648 -0.0098569 -0.0150141 -0.000300326 0.00819919 -0.00161892 -0.00766132 -0.0132768 0 0 0 0 0 0 
0.0201292 10.6882 -0.0249192 0.0149575 0.507341 -0.0298098 -0.0100061 -0.0528642 0.0407523 0.0191966 0.465957 -0.0264226 0.0241891 0.0113962 -0.027221 -0.0023078 0.0229027 -0.000238165 -0.0105897 -0.0255109 -0.0384505 -0.00193127 0.0184814 -0.00314905 -0.0236055 -0.0387495 0 0 0 0 0 0 
0.0301937 10.8139 -0.0682775 0.010107 0.51401 -0.0294313 -0.0340903 -0.085041 0.0361519 0.0139124 0.441675 -0.0244467 0.0263919 0.0211841 -0.0559458 -0.00196505 0.0495337 -0.00122786 -0.0217039 -0.0549316 -0.0484836 -0.00184031 0.0228009 -0.00375677 -0.0387782 -0.0512934 0 0 0 0 0 0 
0.040061 10.9711 -0.105306 0.0154851 0.522353 -0.0295437 -0.0501348 -0.120411 0.0480624 0.0171246 0.411915 -0.0196157 0.0372682 0.0379936 -0.0947575 0.00125304 0.0872533 -0.00734597 -0.0373521 -0.102122 -0.0586105 -0.00289258 0.0231848 -0.00258207 -0.050051 -0.0562822 0 0 0 0 0 0 
0.0501256 11.2407 -0.145948 0.0105287 0.536653 -0.0348992 -0.0679881 -0.160371 0.0659385 0.0153213 0.383859 -0.0178566 0.0493536 0.0533515 -0.145605 0.00543827 0.13281 -0.0127697 -0.0551396 -0.154116 -0.0662809 -0.0102309 0.019984 -0.00427294 -0.0622022 -0.0596059 0 0 0 0 0 0 
0.0601901 11.6493 -0.195134 0.0108053 0.558333 -0.0361327 -0.090506 -0.207213 0.0613379 0.0153899 0.371379 -0.0177153 0.0468334 0.0499874 -0.188023 0.00535671 0.169643 -0.0122263 -0.072121 -0.200802 -0.0684487 -0.00994131 0.017311 -0.0061911 -0.0652185 -0.056399 0 0 0 0 0 0 
0.0700574 11.947 -0.226591 0.0114258 0.574123 -0.0340722 -0.0989725 -0.243874 0.0626026 0.0178918 0.356902 -0.0188077 0.0496141 0.053127 -0.23408 0.0033787 0.20762 -0.0089653 -0.0937749 -0.244782 -0.0551132 -0.00984469 0.00960102 -0.00629919 -0.0548118 -0.052219 0 0 0 0 0 0 
0.0801219 12.2798 -0.268481 0.0118513 0.591781 -0.0314965 -0.123794 -0.283706 0.058305 0.0164151 0.34579 -0.016288 0.0495989 0.050803 -0.279952 0.00439632 0.246059 -0.00992006 -0.118675 -0.291428 -0.0468343 -0.00896008 -6.81765e-05 -0.00528848 -0.0547176 -0.0430814 0 0 0 0 0 0 
0.0901865 12.706 -0.311711 0.00971269 0.614394 -0.0311252 -0.153762 -0.328256 0.0550283 0.0136204 0.336302 -0.014585 0.0491504 0.0528174 -0.322308 0.00498407 0.280079 -0.0116161 -0.151236 -0.334646 -0.0444311 -0.00889181 -0.00198708 -0.0049241 -0.0516761 -0.0464268 0 0 0 0 0 0 
0.100054 13.2549 -0.360145 0.0136942 0.64351 -0.0316649 -0.177858 -0.375833 0.0461314 0.0130351 0.32754 -0.0131481 0.0516912 0.0516942 -0.36693 0.00378417 0.316638 -0.0113418 -0.175342 -0.37683 -0.0393467 -0.00312508 -0.000667103 -0.00717503 -0.0542067 -0.0506973 0 0 0 0 0 0 
0.110118 13.5578 -0.403231 0.00877425 0.659582 -0.0273221 -0.207364 -0.412657 0.0393199 0.01124 0.320027 -0.0114949 0.0491543 0.0506161 -0.404572 0.000512934 0.345629 -0.00897774 -0.196526 -0.412823 -0.0379787 -0.00297869 -0.00607359 -0.00684944 -0.059993 -0.0504504 0 0 0 0 0 0 
0.120183 13.9285 -0.439248 0.0108728 0.679249 -0.0293799 -0.225302 -0.447131 0.0401818 0.0107578 0.310503 -0.0110037 0.0500033 0.0499677 -0.443931 -0.000790365 0.380447 -0.00847329 -0.217993 -0.457058 -0.0354981 0.000905379 -0.011702 -0.00990291 -0.0573122 -0.040041 0 0 0 0 0 0 
0.13005 14.2425 -0.471793 0.010214 0.695905 -0.0284741 -0.245987 -0.489423 0.0360401 0.0101683 0.306368 -0.010641 0.0494202 0.0444323 -0.467584 -0.00109805 0.400764 -0.00845293 -0.235044 -0.487651 -0.0402488 0.00114379 -0.0112267 -0.00938018 -0.0603638 -0.0462045 0 0 0 0 0 0 
